ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number,close,return_7d
ACMR,1680062,2025-11-12,0,15000.0,32.76,491399.99999999994,1,0,0,See remarks,D,0001140361-25-042345,32.939998626708984,-0.10837880802402032
ACMR,1680062,2025-11-13,0,15000.0,33.77,506550.00000000006,1,0,0,See remarks,D,0001140361-25-042345,33.810001373291016,-0.10292816646656713
ACMR,1680062,2025-12-02,0,100000.0,33.2,3320000.0000000005,1,0,0,See remarks,D,0001140361-25-044360,33.310001373291016,0.1633142720633732
ACMR,1680062,2025-12-03,0,68800.0,33.05,2273840.0,1,1,0,See Remarks,D,0001140361-25-044559,32.959999084472656,0.2578883566779078
ACMR,1680062,2025-12-03,0,1200.0,33.56,40272.0,1,1,0,See Remarks,D,0001140361-25-044559,32.959999084472656,0.2578883566779078
ACMR,1680062,2025-12-03,0,19700.0,33.05,651085.0,1,0,0,See remarks,D,0001140361-25-044360,32.959999084472656,0.2578883566779078
ACMR,1680062,2025-12-03,0,300.0,33.57,10071.0,1,0,0,See remarks,D,0001140361-25-044360,32.959999084472656,0.2578883566779078
ACMR,1680062,2025-12-04,0,7754.0,33.5,259759.0,1,0,0,See Remarks,D,0001140361-25-044909,33.849998474121094,0.15657321390456652
ACMR,1680062,2025-12-04,0,996.0,34.26,34122.96,1,0,0,See Remarks,D,0001140361-25-044909,33.849998474121094,0.15657321390456652
ACMR,1680062,2025-12-04,0,40183.0,34.42,1383098.86,1,1,0,See Remarks,D,0001140361-25-044559,33.849998474121094,0.15657321390456652
ACMR,1680062,2025-12-04,0,19817.0,33.52,664265.8400000001,1,1,0,See Remarks,D,0001140361-25-044559,33.849998474121094,0.15657321390456652
ACMR,1680062,2025-12-08,0,22500.0,35.45,797625.0000000001,1,0,0,See Remarks,D,0001140361-25-044909,35.45000076293945,0.07165023584943729
ACN,1467373,2025-10-22,0,1484.0,249.57,370361.88,1,0,0,Co-CEO Asia Pacific,D,0002030833-25-000004,248.61000061035156,0.00422349482796346
ACN,1467373,2025-10-22,0,494.0,248.37,122694.78,1,0,0,Co-CEO Asia Pacific,D,0002030833-25-000004,248.61000061035156,0.00422349482796346
ACN,1467373,2025-10-22,0,522.0,250.23,130620.06,1,0,0,Co-CEO Asia Pacific,D,0002030833-25-000004,248.61000061035156,0.00422349482796346
ACN,1467373,2025-10-22,0,87.0,250.87,21825.69,1,1,0,Chair and CEO,D,0001487630-25-000008,248.61000061035156,0.00422349482796346
